il,year,month,ndvi,source
Edirne,2014,2,,Landsat7
Edirne,2014,3,,Landsat7
Edirne,2014,4,0.2584,Landsat7
Edirne,2014,5,,Landsat7
Edirne,2014,6,-0.0167,Landsat7
Edirne,2014,7,0.2446,Landsat7
Edirne,2014,8,0.215,Landsat7
Edirne,2014,9,0.1641,Landsat7
Edirne,2014,10,0.1313,Landsat7
Edirne,2014,11,0.0679,Landsat7
Edirne,2014,12,0.0542,Landsat7
Edirne,2015,1,0.0379,Landsat7
Edirne,2015,2,,Landsat7
Edirne,2015,3,0.1183,Landsat7
Edirne,2015,4,,Landsat7
Edirne,2015,5,0.2318,Landsat7
Edirne,2015,6,0.2135,Landsat7
Edirne,2015,7,0.2193,Landsat7
Edirne,2015,8,0.1855,Landsat7
Edirne,2015,9,0.1645,Landsat7
Edirne,2015,10,0.1405,Landsat7
Edirne,2015,11,0.1301,Landsat7
Edirne,2015,12,0.1904,Landsat7
Edirne,2016,1,0.1698,Landsat7
Edirne,2016,2,0.1116,Landsat7
Edirne,2016,3,,Landsat7
Edirne,2016,4,0.286,Landsat7
Edirne,2016,5,,Landsat7
Edirne,2016,6,,Landsat7
Edirne,2016,7,0.1728,Landsat7
Edirne,2016,8,0.1701,Landsat7
Edirne,2016,9,0.128,Landsat7
Edirne,2016,10,0.1135,Landsat7
Edirne,2016,11,0.0964,Landsat7
Edirne,2016,12,0.0892,Landsat7
Edirne,2017,1,,Sentinel-2
Edirne,2017,2,,Sentinel-2
Edirne,2017,3,0.3536,Sentinel-2
Edirne,2017,4,0.4894,Sentinel-2
Edirne,2017,5,0.5224,Sentinel-2
Edirne,2017,6,0.5474,Sentinel-2
Edirne,2017,7,0.4339,Sentinel-2
Edirne,2017,8,0.3782,Sentinel-2
Edirne,2017,9,0.3192,Sentinel-2
Edirne,2017,10,0.314,Sentinel-2
Edirne,2017,11,0.3302,Sentinel-2
Edirne,2017,12,0.4368,Sentinel-2
Edirne,2018,1,0.4417,Sentinel-2
Edirne,2018,2,0.3227,Sentinel-2
Edirne,2018,3,0.405,Sentinel-2
Edirne,2018,4,0.5254,Sentinel-2
Edirne,2018,5,0.4612,Sentinel-2
Edirne,2018,6,0.4028,Sentinel-2
Edirne,2018,7,0.5131,Sentinel-2
Edirne,2018,8,0.4281,Sentinel-2
Edirne,2018,9,0.3476,Sentinel-2
Edirne,2018,10,0.3019,Sentinel-2
Edirne,2018,11,0.3034,Sentinel-2
Edirne,2018,12,0.3244,Sentinel-2
Edirne,2019,1,0.2633,Sentinel-2
Edirne,2019,2,0.3601,Sentinel-2
Edirne,2019,3,0.4031,Sentinel-2
Edirne,2019,4,0.4741,Sentinel-2
Edirne,2019,5,0.5679,Sentinel-2
Edirne,2019,6,0.4348,Sentinel-2
Edirne,2019,7,0.4353,Sentinel-2
Edirne,2019,8,0.3831,Sentinel-2
Edirne,2019,9,0.3064,Sentinel-2
Edirne,2019,10,0.2734,Sentinel-2
Edirne,2019,11,0.2623,Sentinel-2
Edirne,2019,12,0.3192,Sentinel-2
Edirne,2020,1,0.3947,Sentinel-2
Edirne,2020,2,0.4153,Sentinel-2
Edirne,2020,3,0.4733,Sentinel-2
Edirne,2020,4,0.534,Sentinel-2
Edirne,2020,5,0.5678,Sentinel-2
Edirne,2020,6,0.4779,Sentinel-2
Edirne,2020,7,0.3746,Sentinel-2
Edirne,2020,8,0.2975,Sentinel-2
Edirne,2020,9,0.2783,Sentinel-2
Edirne,2020,10,0.2571,Sentinel-2
Edirne,2020,11,0.3456,Sentinel-2
Edirne,2020,12,0.1048,Sentinel-2
Edirne,2021,1,0.467,Sentinel-2
Edirne,2021,2,0.4079,Sentinel-2
Edirne,2021,3,0.4564,Sentinel-2
Edirne,2021,4,0.543,Sentinel-2
Edirne,2021,5,0.569,Sentinel-2
Edirne,2021,6,0.4587,Sentinel-2
Edirne,2021,7,0.4331,Sentinel-2
Edirne,2021,8,0.3623,Sentinel-2
Edirne,2021,9,0.3212,Sentinel-2
Edirne,2021,10,0.2439,Sentinel-2
Edirne,2021,11,0.353,Sentinel-2
Edirne,2021,12,0.4416,Sentinel-2
Edirne,2022,1,0.4343,Sentinel-2
Edirne,2022,2,0.393,Sentinel-2
Edirne,2022,3,0.3714,Sentinel-2
Edirne,2022,4,0.4783,Sentinel-2
Edirne,2022,5,0.5704,Sentinel-2
Edirne,2022,6,0.5167,Sentinel-2
Edirne,2022,7,0.4261,Sentinel-2
Edirne,2022,8,0.3554,Sentinel-2
Edirne,2022,9,0.3781,Sentinel-2
Edirne,2022,10,0.2868,Sentinel-2
Edirne,2022,11,0.2384,Sentinel-2
Edirne,2022,12,0.3941,Sentinel-2
Edirne,2023,1,0.3659,Sentinel-2
Edirne,2023,2,0.4339,Sentinel-2
Edirne,2023,3,0.4935,Sentinel-2
Edirne,2023,4,,Sentinel-2
Edirne,2023,5,0.6006,Sentinel-2
Edirne,2023,6,0.4889,Sentinel-2
Edirne,2023,7,0.4058,Sentinel-2
Edirne,2023,8,0.347,Sentinel-2
Edirne,2023,9,0.2956,Sentinel-2
Edirne,2023,10,0.2698,Sentinel-2
Edirne,2023,11,0.3038,Sentinel-2
Edirne,2023,12,0.36,Sentinel-2
Edirne,2024,1,0.3957,Sentinel-2
Edirne,2024,2,0.4246,Sentinel-2
Edirne,2024,3,0.4984,Sentinel-2
Edirne,2024,4,0.5855,Sentinel-2
Edirne,2024,5,0.5569,Sentinel-2
Edirne,2024,6,0.3947,Sentinel-2
Edirne,2024,7,0.3241,Sentinel-2
Edirne,2024,8,0.2893,Sentinel-2
Edirne,2024,9,0.2828,Sentinel-2
Edirne,2024,10,0.298,Sentinel-2
Edirne,2024,11,0.2727,Sentinel-2
Edirne,2024,12,0.2944,Sentinel-2
Kırklareli,2004,1,0.1411,Landsat7
Kırklareli,2004,2,0.1619,Landsat7
Kırklareli,2004,3,0.1659,Landsat7
Kırklareli,2004,4,0.2327,Landsat7
Kırklareli,2004,5,0.2016,Landsat7
Kırklareli,2004,6,0.2078,Landsat7
Kırklareli,2004,7,0.1962,Landsat7
Kırklareli,2004,8,0.1928,Landsat7
Kırklareli,2004,9,0.155,Landsat7
Kırklareli,2004,10,,Landsat7
Kırklareli,2004,11,0.0782,Landsat7
Kırklareli,2004,12,0.0524,Landsat7
Kırklareli,2005,1,0.1104,Landsat7
Kırklareli,2005,2,,Landsat7
Kırklareli,2005,3,0.1291,Landsat7
Kırklareli,2005,4,0.1767,Landsat7
Kırklareli,2005,5,0.1773,Landsat7
Kırklareli,2005,6,0.2323,Landsat7
Kırklareli,2005,7,0.2319,Landsat7
Kırklareli,2005,8,0.1416,Landsat7
Kırklareli,2005,9,0.1727,Landsat7
Kırklareli,2005,10,0.1444,Landsat7
Kırklareli,2005,11,,Landsat7
Kırklareli,2005,12,-0.0157,Landsat7
Kırklareli,2006,1,,Landsat7
Kırklareli,2006,2,,Landsat7
Kırklareli,2006,3,0.1392,Landsat7
Kırklareli,2006,4,0.1813,Landsat7
Kırklareli,2006,5,0.2456,Landsat7
Kırklareli,2006,6,0.2459,Landsat7
Kırklareli,2006,7,0.2346,Landsat7
Kırklareli,2006,8,0.1333,Landsat7
Kırklareli,2006,9,0.1563,Landsat7
Kırklareli,2006,10,0.1432,Landsat7
Kırklareli,2006,11,0.1495,Landsat7
Kırklareli,2006,12,,Landsat7
Kırklareli,2007,1,,Landsat7
Kırklareli,2007,2,0.1823,Landsat7
Kırklareli,2007,3,,Landsat7
Kırklareli,2007,4,0.2339,Landsat7
Kırklareli,2007,5,0.2775,Landsat7
Kırklareli,2007,6,0.2154,Landsat7
Kırklareli,2007,7,0.1827,Landsat7
Kırklareli,2007,8,0.1648,Landsat7
Kırklareli,2007,9,,Landsat7
Kırklareli,2007,10,0.1587,Landsat7
Kırklareli,2007,11,0.1258,Landsat7
Kırklareli,2007,12,0.1398,Landsat7
Kırklareli,2008,1,,Landsat7
Kırklareli,2008,2,0.0882,Landsat7
Kırklareli,2008,3,0.142,Landsat7
Kırklareli,2008,4,,Landsat7
Kırklareli,2008,5,0.2806,Landsat7
Kırklareli,2008,6,0.2038,Landsat7
Kırklareli,2008,7,0.1678,Landsat7
Kırklareli,2008,8,0.1804,Landsat7
Kırklareli,2008,9,0.1603,Landsat7
Kırklareli,2008,10,,Landsat7
Kırklareli,2008,11,0.1361,Landsat7
Kırklareli,2008,12,,Landsat7
Kırklareli,2009,1,,Landsat7
Kırklareli,2009,2,,Landsat7
Kırklareli,2009,3,,Landsat7
Kırklareli,2009,4,0.2346,Landsat7
Kırklareli,2009,5,0.267,Landsat7
Kırklareli,2009,6,0.2107,Landsat7
Kırklareli,2009,7,0.1728,Landsat7
Kırklareli,2009,8,0.1908,Landsat7
Kırklareli,2009,9,0.1786,Landsat7
Kırklareli,2009,10,0.1984,Landsat7
Kırklareli,2009,11,,Landsat7
Kırklareli,2009,12,,Landsat7
Kırklareli,2010,1,,Landsat7
Kırklareli,2010,2,,Landsat7
Kırklareli,2010,3,0.1764,Landsat7
Kırklareli,2010,4,0.2733,Landsat7
Kırklareli,2010,5,0.2678,Landsat7
Kırklareli,2010,6,0.1811,Landsat7
Kırklareli,2010,7,0.1769,Landsat7
Kırklareli,2010,8,0.2406,Landsat7
Kırklareli,2010,9,0.1562,Landsat7
Kırklareli,2010,10,,Landsat7
Kırklareli,2010,11,,Landsat7
Kırklareli,2010,12,0.0683,Landsat7
Kırklareli,2011,1,0.0547,Landsat7
Kırklareli,2011,2,0.1712,Landsat7
Kırklareli,2011,3,0.1901,Landsat7
Kırklareli,2011,4,0.182,Landsat7
Kırklareli,2011,5,0.2577,Landsat7
Kırklareli,2011,6,0.2414,Landsat7
Kırklareli,2011,7,0.1964,Landsat7
Kırklareli,2011,8,0.178,Landsat7
Kırklareli,2011,9,0.1563,Landsat7
Kırklareli,2011,10,0.1046,Landsat7
Kırklareli,2011,11,0.0934,Landsat7
Kırklareli,2011,12,,Landsat7
Kırklareli,2012,1,,Landsat7
Kırklareli,2012,2,0.0902,Landsat7
Kırklareli,2012,3,0.1332,Landsat7
Kırklareli,2012,4,0.1599,Landsat7
Kırklareli,2012,5,0.2402,Landsat7
Kırklareli,2012,6,0.2344,Landsat7
Kırklareli,2012,7,0.2002,Landsat7
Kırklareli,2012,8,0.1618,Landsat7
Kırklareli,2012,9,0.1573,Landsat7
Kırklareli,2012,10,0.0562,Landsat7
Kırklareli,2012,11,,Landsat7
Kırklareli,2012,12,,Landsat7
Kırklareli,2013,1,,Landsat7
Kırklareli,2013,2,,Landsat7
Kırklareli,2013,3,,Landsat7
Kırklareli,2013,4,0.2526,Landsat7
Kırklareli,2013,5,0.2427,Landsat7
Kırklareli,2013,6,0.2142,Landsat7
Kırklareli,2013,7,0.2257,Landsat7
Kırklareli,2013,8,0.1935,Landsat7
Kırklareli,2013,9,0.1512,Landsat7
Kırklareli,2013,10,0.126,Landsat7
Kırklareli,2013,11,0.0506,Landsat7
Kırklareli,2013,12,0.1478,Landsat7
Kırklareli,2014,1,,Landsat7
Kırklareli,2014,2,,Landsat7
Kırklareli,2014,3,,Landsat7
Kırklareli,2014,4,0.2348,Landsat7
Kırklareli,2014,5,,Landsat7
Kırklareli,2014,6,0.1635,Landsat7
Kırklareli,2014,7,0.2242,Landsat7
Kırklareli,2014,8,0.233,Landsat7
Kırklareli,2014,9,0.1898,Landsat7
Kırklareli,2014,10,0.1821,Landsat7
Kırklareli,2014,11,0.1335,Landsat7
Kırklareli,2014,12,0.1306,Landsat7
Kırklareli,2015,1,0.1074,Landsat7
Kırklareli,2015,2,,Landsat7
Kırklareli,2015,3,0.1411,Landsat7
Kırklareli,2015,4,,Landsat7
Kırklareli,2015,5,0.243,Landsat7
Kırklareli,2015,6,0.2106,Landsat7
Kırklareli,2015,7,0.2438,Landsat7
Kırklareli,2015,8,0.2071,Landsat7
Kırklareli,2015,9,0.1613,Landsat7
Kırklareli,2015,10,0.1389,Landsat7
Kırklareli,2015,11,0.1738,Landsat7
Kırklareli,2015,12,0.1869,Landsat7
Kırklareli,2016,1,0.072,Landsat7
Kırklareli,2016,2,0.1273,Landsat7
Kırklareli,2016,3,,Landsat7
Kırklareli,2016,4,0.2741,Landsat7
Kırklareli,2016,5,,Landsat7
Kırklareli,2016,6,,Landsat7
Kırklareli,2016,7,0.1065,Landsat7
Kırklareli,2016,8,0.1675,Landsat7
Kırklareli,2016,9,0.1532,Landsat7
Kırklareli,2016,10,0.1368,Landsat7
Kırklareli,2016,11,0.1176,Landsat7
Kırklareli,2016,12,0.117,Landsat7
Kırklareli,2017,1,,Sentinel-2
Kırklareli,2017,2,0.2948,Sentinel-2
Kırklareli,2017,3,0.3655,Sentinel-2
Kırklareli,2017,4,0.4796,Sentinel-2
Kırklareli,2017,5,0.5599,Sentinel-2
Kırklareli,2017,6,0.4453,Sentinel-2
Kırklareli,2017,7,0.4764,Sentinel-2
Kırklareli,2017,8,0.4196,Sentinel-2
Kırklareli,2017,9,0.3653,Sentinel-2
Kırklareli,2017,10,0.3955,Sentinel-2
Kırklareli,2017,11,0.4052,Sentinel-2
Kırklareli,2017,12,0.4756,Sentinel-2
Kırklareli,2018,1,0.4678,Sentinel-2
Kırklareli,2018,2,0.428,Sentinel-2
Kırklareli,2018,3,0.3789,Sentinel-2
Kırklareli,2018,4,0.5487,Sentinel-2
Kırklareli,2018,5,0.4964,Sentinel-2
Kırklareli,2018,6,0.4352,Sentinel-2
Kırklareli,2018,7,0.4955,Sentinel-2
Kırklareli,2018,8,0.48,Sentinel-2
Kırklareli,2018,9,0.3862,Sentinel-2
Kırklareli,2018,10,0.3646,Sentinel-2
Kırklareli,2018,11,0.3573,Sentinel-2
Kırklareli,2018,12,0.3374,Sentinel-2
Kırklareli,2019,1,0.3078,Sentinel-2
Kırklareli,2019,2,0.369,Sentinel-2
Kırklareli,2019,3,0.3914,Sentinel-2
Kırklareli,2019,4,0.3959,Sentinel-2
Kırklareli,2019,5,0.5024,Sentinel-2
Kırklareli,2019,6,0.4697,Sentinel-2
Kırklareli,2019,7,0.4686,Sentinel-2
Kırklareli,2019,8,0.4214,Sentinel-2
Kırklareli,2019,9,0.3468,Sentinel-2
Kırklareli,2019,10,0.3468,Sentinel-2
Kırklareli,2019,11,0.1736,Sentinel-2
Kırklareli,2019,12,0.4622,Sentinel-2
Kırklareli,2020,1,0.4576,Sentinel-2
Kırklareli,2020,2,0.3299,Sentinel-2
Kırklareli,2020,3,0.4844,Sentinel-2
Kırklareli,2020,4,0.5057,Sentinel-2
Kırklareli,2020,5,0.5345,Sentinel-2
Kırklareli,2020,6,0.4531,Sentinel-2
Kırklareli,2020,7,0.4681,Sentinel-2
Kırklareli,2020,8,0.3389,Sentinel-2
Kırklareli,2020,9,0.3191,Sentinel-2
Kırklareli,2020,10,0.3096,Sentinel-2
Kırklareli,2020,11,0.4107,Sentinel-2
Kırklareli,2020,12,0.413,Sentinel-2
Kırklareli,2021,1,0.4355,Sentinel-2
Kırklareli,2021,2,0.4162,Sentinel-2
Kırklareli,2021,3,0.443,Sentinel-2
Kırklareli,2021,4,0.5045,Sentinel-2
Kırklareli,2021,5,0.5507,Sentinel-2
Kırklareli,2021,6,0.496,Sentinel-2
Kırklareli,2021,7,0.4747,Sentinel-2
Kırklareli,2021,8,0.4075,Sentinel-2
Kırklareli,2021,9,0.3702,Sentinel-2
Kırklareli,2021,10,0.3363,Sentinel-2
Kırklareli,2021,11,0.3905,Sentinel-2
Kırklareli,2021,12,0.4576,Sentinel-2
Kırklareli,2022,1,0.3771,Sentinel-2
Kırklareli,2022,2,0.3665,Sentinel-2
Kırklareli,2022,3,0.3572,Sentinel-2
Kırklareli,2022,4,0.4404,Sentinel-2
Kırklareli,2022,5,0.5606,Sentinel-2
Kırklareli,2022,6,0.4964,Sentinel-2
Kırklareli,2022,7,0.4387,Sentinel-2
Kırklareli,2022,8,0.3738,Sentinel-2
Kırklareli,2022,9,0.4316,Sentinel-2
Kırklareli,2022,10,0.3455,Sentinel-2
Kırklareli,2022,11,0.291,Sentinel-2
Kırklareli,2022,12,0.3847,Sentinel-2
Kırklareli,2023,1,0.3494,Sentinel-2
Kırklareli,2023,2,0.4002,Sentinel-2
Kırklareli,2023,3,0.4296,Sentinel-2
Kırklareli,2023,4,,Sentinel-2
Kırklareli,2023,5,0.5854,Sentinel-2
Kırklareli,2023,6,0.4893,Sentinel-2
Kırklareli,2023,7,0.4312,Sentinel-2
Kırklareli,2023,8,0.3756,Sentinel-2
Kırklareli,2023,9,0.3337,Sentinel-2
Kırklareli,2023,10,0.3251,Sentinel-2
Kırklareli,2023,11,0.3614,Sentinel-2
Kırklareli,2023,12,0.3603,Sentinel-2
Kırklareli,2024,1,0.4108,Sentinel-2
Kırklareli,2024,2,0.3954,Sentinel-2
Kırklareli,2024,3,0.5408,Sentinel-2
Kırklareli,2024,4,0.5384,Sentinel-2
Kırklareli,2024,5,0.5585,Sentinel-2
Kırklareli,2024,6,0.4358,Sentinel-2
Kırklareli,2024,7,0.3759,Sentinel-2
Kırklareli,2024,8,0.339,Sentinel-2
Kırklareli,2024,9,0.3454,Sentinel-2
Kırklareli,2024,10,0.3849,Sentinel-2
Kırklareli,2024,11,0.349,Sentinel-2
Kırklareli,2024,12,0.3153,Sentinel-2
Balıkesir,2004,1,,Landsat7
Balıkesir,2004,2,0.1787,Landsat7
Balıkesir,2004,3,0.1729,Landsat7
Balıkesir,2004,4,0.2604,Landsat7
Balıkesir,2004,5,0.2183,Landsat7
Balıkesir,2004,6,0.1631,Landsat7
Balıkesir,2004,7,0.1662,Landsat7
Balıkesir,2004,8,0.1557,Landsat7
Balıkesir,2004,9,0.1379,Landsat7
Balıkesir,2004,10,0.119,Landsat7
Balıkesir,2004,11,0.1137,Landsat7
Balıkesir,2004,12,0.0629,Landsat7
Balıkesir,2005,1,0.1205,Landsat7
Balıkesir,2005,2,0.1393,Landsat7
Balıkesir,2005,3,0.1534,Landsat7
Balıkesir,2005,4,0.2205,Landsat7
Balıkesir,2005,5,0.2688,Landsat7
Balıkesir,2005,6,0.1767,Landsat7
Balıkesir,2005,7,0.1645,Landsat7
Balıkesir,2005,8,0.1613,Landsat7
Balıkesir,2005,9,0.1471,Landsat7
Balıkesir,2005,10,0.0813,Landsat7
Balıkesir,2005,11,-0.0077,Landsat7
Balıkesir,2005,12,,Landsat7
Balıkesir,2006,1,,Landsat7
Balıkesir,2006,2,0.1119,Landsat7
Balıkesir,2006,3,,Landsat7
Balıkesir,2006,4,0.1056,Landsat7
Balıkesir,2006,5,0.1459,Landsat7
Balıkesir,2006,6,0.1897,Landsat7
Balıkesir,2006,7,0.1067,Landsat7
Balıkesir,2006,8,0.156,Landsat7
Balıkesir,2006,9,0.0957,Landsat7
Balıkesir,2006,10,,Landsat7
Balıkesir,2006,11,0.1968,Landsat7
Balıkesir,2006,12,0.1175,Landsat7
Balıkesir,2007,1,0.1026,Landsat7
Balıkesir,2007,2,0.0148,Landsat7
Balıkesir,2007,3,0.2614,Landsat7
Balıkesir,2007,4,0.3061,Landsat7
Balıkesir,2007,5,0.2846,Landsat7
Balıkesir,2007,6,0.0803,Landsat7
Balıkesir,2007,7,0.1513,Landsat7
Balıkesir,2007,8,0.1314,Landsat7
Balıkesir,2007,9,,Landsat7
Balıkesir,2007,10,0.0887,Landsat7
Balıkesir,2007,11,0.1324,Landsat7
Balıkesir,2007,12,,Landsat7
Balıkesir,2008,1,0.1169,Landsat7
Balıkesir,2008,2,0.0556,Landsat7
Balıkesir,2008,3,0.1813,Landsat7
Balıkesir,2008,4,0.318,Landsat7
Balıkesir,2008,5,0.2677,Landsat7
Balıkesir,2008,6,0.179,Landsat7
Balıkesir,2008,7,0.1588,Landsat7
Balıkesir,2008,8,0.1566,Landsat7
Balıkesir,2008,9,0.1406,Landsat7
Balıkesir,2008,10,0.1131,Landsat7
Balıkesir,2008,11,0.0306,Landsat7
Balıkesir,2008,12,0.1725,Landsat7
Balıkesir,2009,1,0.0315,Landsat7
Balıkesir,2009,2,,Landsat7
Balıkesir,2009,3,,Landsat7
Balıkesir,2009,4,0.2321,Landsat7
Balıkesir,2009,5,0.2706,Landsat7
Balıkesir,2009,6,0.2072,Landsat7
Balıkesir,2009,7,0.164,Landsat7
Balıkesir,2009,8,0.1669,Landsat7
Balıkesir,2009,9,0.1542,Landsat7
Balıkesir,2009,10,0.0798,Landsat7
Balıkesir,2009,11,0.1554,Landsat7
Balıkesir,2009,12,,Landsat7
Balıkesir,2010,1,,Landsat7
Balıkesir,2010,2,-0.0075,Landsat7
Balıkesir,2010,3,0.082,Landsat7
Balıkesir,2010,4,0.2392,Landsat7
Balıkesir,2010,5,0.2753,Landsat7
Balıkesir,2010,6,0.2041,Landsat7
Balıkesir,2010,7,0.1527,Landsat7
Balıkesir,2010,8,0.1776,Landsat7
Balıkesir,2010,9,0.1024,Landsat7
Balıkesir,2010,10,0.0127,Landsat7
Balıkesir,2010,11,0.1232,Landsat7
Balıkesir,2010,12,-0.021,Landsat7
Balıkesir,2011,1,,Landsat7
Balıkesir,2011,2,0.2268,Landsat7
Balıkesir,2011,3,0.0249,Landsat7
Balıkesir,2011,4,0.2663,Landsat7
Balıkesir,2011,5,0.2748,Landsat7
Balıkesir,2011,6,0.2231,Landsat7
Balıkesir,2011,7,0.0956,Landsat7
Balıkesir,2011,8,0.1676,Landsat7
Balıkesir,2011,9,0.0824,Landsat7
Balıkesir,2011,10,0.186,Landsat7
Balıkesir,2011,11,0.1032,Landsat7
Balıkesir,2011,12,0.1099,Landsat7
Balıkesir,2012,1,,Landsat7
Balıkesir,2012,2,0.0119,Landsat7
Balıkesir,2012,3,0.1629,Landsat7
Balıkesir,2012,4,-0.0924,Landsat7
Balıkesir,2012,5,0.2543,Landsat7
Balıkesir,2012,6,0.2156,Landsat7
Balıkesir,2012,7,0.1775,Landsat7
Balıkesir,2012,8,0.1442,Landsat7
Balıkesir,2012,9,0.1615,Landsat7
Balıkesir,2012,10,0.1194,Landsat7
Balıkesir,2012,11,0.157,Landsat7
Balıkesir,2012,12,0.1477,Landsat7
Balıkesir,2013,1,,Landsat7
Balıkesir,2013,2,0.1983,Landsat7
Balıkesir,2013,3,0.2494,Landsat7
Balıkesir,2013,4,0.3227,Landsat7
Balıkesir,2013,5,0.1128,Landsat7
Balıkesir,2013,6,0.178,Landsat7
Balıkesir,2013,7,0.1378,Landsat7
Balıkesir,2013,8,0.1518,Landsat7
Balıkesir,2013,9,0.1517,Landsat7
Balıkesir,2013,10,0.1137,Landsat7
Balıkesir,2013,11,0.1373,Landsat7
Balıkesir,2013,12,0.1397,Landsat7
Balıkesir,2014,1,0.1431,Landsat7
Balıkesir,2014,2,0.0245,Landsat7
Balıkesir,2014,3,0.2875,Landsat7
Balıkesir,2014,4,0.2877,Landsat7
Balıkesir,2014,5,0.215,Landsat7
Balıkesir,2014,6,0.2089,Landsat7
Balıkesir,2014,7,0.1737,Landsat7
Balıkesir,2014,8,0.1624,Landsat7
Balıkesir,2014,9,0.1462,Landsat7
Balıkesir,2014,10,0.1524,Landsat7
Balıkesir,2014,11,0.1488,Landsat7
Balıkesir,2014,12,0.1949,Landsat7
Balıkesir,2015,1,0.0729,Landsat7
Balıkesir,2015,2,,Landsat7
Balıkesir,2015,3,0.2505,Landsat7
Balıkesir,2015,4,0.2687,Landsat7
Balıkesir,2015,5,0.2959,Landsat7
Balıkesir,2015,6,0.194,Landsat7
Balıkesir,2015,7,0.1771,Landsat7
Balıkesir,2015,8,0.1799,Landsat7
Balıkesir,2015,9,0.1189,Landsat7
Balıkesir,2015,10,0.0024,Landsat7
Balıkesir,2015,11,0.1173,Landsat7
Balıkesir,2015,12,0.1048,Landsat7
Balıkesir,2016,1,0.074,Landsat7
Balıkesir,2016,2,,Landsat7
Balıkesir,2016,3,,Landsat7
Balıkesir,2016,4,0.3197,Landsat7
Balıkesir,2016,5,0.2872,Landsat7
Balıkesir,2016,6,0.1857,Landsat7
Balıkesir,2016,7,0.1827,Landsat7
Balıkesir,2016,8,0.1733,Landsat7
Balıkesir,2016,9,0.1229,Landsat7
Balıkesir,2016,10,0.1161,Landsat7
Balıkesir,2016,11,0.1147,Landsat7
Balıkesir,2016,12,0.1182,Landsat7
Balıkesir,2017,1,0.1062,Sentinel-2
Balıkesir,2017,2,0.4166,Sentinel-2
Balıkesir,2017,3,0.4196,Sentinel-2
Balıkesir,2017,4,0.5246,Sentinel-2
Balıkesir,2017,5,0.5475,Sentinel-2
Balıkesir,2017,6,0.4778,Sentinel-2
Balıkesir,2017,7,0.399,Sentinel-2
Balıkesir,2017,8,0.3396,Sentinel-2
Balıkesir,2017,9,0.3475,Sentinel-2
Balıkesir,2017,10,0.3441,Sentinel-2
Balıkesir,2017,11,0.3851,Sentinel-2
Balıkesir,2017,12,0.2451,Sentinel-2
Balıkesir,2018,1,0.5328,Sentinel-2
Balıkesir,2018,2,,Sentinel-2
Balıkesir,2018,3,0.3492,Sentinel-2
Balıkesir,2018,4,0.6881,Sentinel-2
Balıkesir,2018,5,0.5226,Sentinel-2
Balıkesir,2018,6,0.428,Sentinel-2
Balıkesir,2018,7,0.3882,Sentinel-2
Balıkesir,2018,8,0.38,Sentinel-2
Balıkesir,2018,9,0.3159,Sentinel-2
Balıkesir,2018,10,0.2735,Sentinel-2
Balıkesir,2018,11,0.338,Sentinel-2
Balıkesir,2018,12,,Sentinel-2
Balıkesir,2019,1,0.3799,Sentinel-2
Balıkesir,2019,2,0.2161,Sentinel-2
Balıkesir,2019,3,0.4915,Sentinel-2
Balıkesir,2019,4,0.5464,Sentinel-2
Balıkesir,2019,5,0.6013,Sentinel-2
Balıkesir,2019,6,0.4107,Sentinel-2
Balıkesir,2019,7,0.4154,Sentinel-2
Balıkesir,2019,8,0.3881,Sentinel-2
Balıkesir,2019,9,0.3677,Sentinel-2
Balıkesir,2019,10,0.26,Sentinel-2
Balıkesir,2019,11,0.4133,Sentinel-2
Balıkesir,2019,12,0.3753,Sentinel-2
Balıkesir,2020,1,0.4275,Sentinel-2
Balıkesir,2020,2,0.5445,Sentinel-2
Balıkesir,2020,3,0.6167,Sentinel-2
Balıkesir,2020,4,0.6453,Sentinel-2
Balıkesir,2020,5,0.6023,Sentinel-2
Balıkesir,2020,6,0.4244,Sentinel-2
Balıkesir,2020,7,0.4065,Sentinel-2
Balıkesir,2020,8,0.3658,Sentinel-2
Balıkesir,2020,9,0.2764,Sentinel-2
Balıkesir,2020,10,0.3525,Sentinel-2
Balıkesir,2020,11,0.402,Sentinel-2
Balıkesir,2020,12,0.2092,Sentinel-2
Balıkesir,2021,1,0.4027,Sentinel-2
Balıkesir,2021,2,0.352,Sentinel-2
Balıkesir,2021,3,0.4675,Sentinel-2
Balıkesir,2021,4,0.5766,Sentinel-2
Balıkesir,2021,5,0.5935,Sentinel-2
Balıkesir,2021,6,0.4357,Sentinel-2
Balıkesir,2021,7,0.3895,Sentinel-2
Balıkesir,2021,8,0.3878,Sentinel-2
Balıkesir,2021,9,0.3572,Sentinel-2
Balıkesir,2021,10,0.3337,Sentinel-2
Balıkesir,2021,11,0.3689,Sentinel-2
Balıkesir,2021,12,0.391,Sentinel-2
Balıkesir,2022,1,0.4699,Sentinel-2
Balıkesir,2022,2,0.5035,Sentinel-2
Balıkesir,2022,3,0.5571,Sentinel-2
Balıkesir,2022,4,0.5998,Sentinel-2
Balıkesir,2022,5,0.5862,Sentinel-2
Balıkesir,2022,6,0.366,Sentinel-2
Balıkesir,2022,7,0.3822,Sentinel-2
Balıkesir,2022,8,0.3302,Sentinel-2
Balıkesir,2022,9,0.4032,Sentinel-2
Balıkesir,2022,10,0.3632,Sentinel-2
Balıkesir,2022,11,0.3438,Sentinel-2
